id,name,age,salary,hire_date,department,bonus,address,phone,email
38,Name_857,51.0,60000.0,2017-05-01,HR,,"Street 33, City 10",1163069174,email_64@example.com
39,Name_561,77.0,60000.0,2025-06-09,Finance,7141.0,"Street 8, City 1",1489377469,email_904@example.com
40,Name_475,26.0,60000.0,2020-11-30,Marketing,4579.0,"Street 16, City 19",3600166282,email_982@example.com
41,Name_59,19.0,50000.0,2019-12-30,Marketing,3085.0,"Street 2, City 23",8188955657,email_730@example.com
42,Name_511,72.0,60000.0,,HR,1970.0,"Street 98, City 18",1412129886,email_292@example.com
43,Name_682,73.0,50000.0,2017-10-29,HR,5369.0,,,
44,Name_476,47.0,60000.0,2021-05-09,Marketing,2473.0,"Street 28, City 2",5405753800,email_559@example.com
45,Name_700,48.0,60000.0,2024-01-12,Marketing,8850.0,"Street 37, City 47",7247028266,email_414@example.com
46,Name_976,63.0,70000.0,2016-07-12,Finance,3983.0,"Street 23, City 38",7278100920,email_311@example.com
47,Name_783,28.0,60000.0,2016-06-19,Marketing,8189.0,"Street 54, City 5",6053046371,email_475@example.com
48,Name_190,72.0,50000.0,2023-04-10,IT,7109.0,"Street 1, City 47",2439719332,email_332@example.com
49,Name_958,60.0,70000.0,2023-01-26,Marketing,1908.0,"Street 40, City 21",2072016321,email_485@example.com
50,Name_687,34.0,50000.0,2021-01-24,unknown,7367.0,"Street 93, City 31",2707499028,email_344@example.com
51,Name_958,53.0,70000.0,2022-01-15,Marketing,2120.0,"Street 48, City 39",5060728527,email_735@example.com
52,Name_563,30.0,50000.0,2015-10-16,HR,9002.0,"Street 90, City 22",3392704239,email_664@example.com
53,Name_876,24.0,60000.0,2025-09-10,HR,,"Street 78, City 4",6948479877,email_599@example.com
54,Name_567,33.0,60000.0,2020-05-22,unknown,5669.0,"Street 38, City 34",8865680249,email_118@example.com
55,Name_244,50.0,60000.0,2022-09-11,IT,,"Street 16, City 47",7443854649,email_5@example.com
56,Name_832,62.0,60000.0,2017-09-11,Marketing,8025.0,"Street 88, City 20",3927736124,email_900@example.com
57,Name_505,18.0,60000.0,2024-03-15,Marketing,4496.0,"Street 16, City 39",2691531635,email_154@example.com
58,Name_131,28.0,70000.0,2018-02-16,unknown,9415.0,"Street 87, City 11",8389117586,email_561@example.com
59,Name_485,23.0,60000.0,2017-10-28,Finance,1520.0,"Street 58, City 3",4190109137,email_549@example.com
60,Name_819,37.0,60000.0,2024-06-30,Finance,7963.0,"Street 100, City 20",2900992771,email_273@example.com
61,Name_647,52.0,50000.0,2017-10-09,IT,3115.0,"Street 25, City 37",4460898929,email_90@example.com
62,Name_21,61.0,60000.0,2022-03-01,Marketing,7029.0,"Street 35, City 38",3263925311,email_797@example.com
63,Name_841,54.0,50000.0,2017-10-31,Marketing,1745.0,"Street 96, City 4",5441880784,email_735@example.com
64,Name_167,58.0,70000.0,2016-12-01,Marketing,,"Street 85, City 44",9859644000,email_481@example.com
65,Name_274,43.0,60000.0,2019-08-20,HR,1556.0,"Street 67, City 40",7883363955,email_433@example.com
66,Name_388,75.0,50000.0,2017-10-24,Finance,5059.0,"Street 16, City 20",7165200368,email_534@example.com
67,Name_601,29.0,70000.0,2021-09-13,unknown,7815.0,"Street 20, City 16",4723187677,email_294@example.com
68,Name_316,79.0,60000.0,2016-07-05,HR,4768.0,"Street 33, City 22",5663276209,email_742@example.com
69,Name_14,47.0,60000.0,2019-07-17,HR,4261.0,"Street 88, City 48",5327032346,email_137@example.com
70,Name_242,45.0,70000.0,2020-08-01,Finance,4590.0,,,
71,Name_777,44.0,60000.0,2022-06-24,Marketing,8208.0,"Street 6, City 7",4576829208,email_129@example.com
72,Name_346,59.0,70000.0,2022-12-29,IT,8520.0,"Street 16, City 11",2417073985,email_164@example.com
73,Name_565,36.0,60000.0,2024-05-07,unknown,7122.0,"Street 28, City 40",2890459678,email_246@example.com
74,Name_898,22.0,50000.0,2023-11-05,Finance,1151.0,"Street 89, City 22",5305818274,email_845@example.com
75,Name_340,75.0,50000.0,2022-06-02,IT,9819.0,"Street 85, City 44",7271985835,email_854@example.com
76,Name_92,22.0,50000.0,2018-12-28,Finance,,"Street 4, City 46",1202889646,email_540@example.com
77,Name_367,58.0,50000.0,,Finance,5875.0,"Street 49, City 20",1964567626,email_301@example.com
78,Name_956,44.0,70000.0,2025-08-26,Finance,8220.0,"Street 58, City 47",1256468180,email_895@example.com
79,Name_455,45.0,50000.0,2021-02-27,Finance,1925.0,"Street 56, City 38",6595803895,email_283@example.com
80,Name_428,43.0,50000.0,2023-07-06,Marketing,4131.0,"Street 64, City 17",2970137974,email_588@example.com
81,Name_509,44.0,70000.0,2017-08-09,HR,8744.0,"Street 9, City 33",7324680270,email_221@example.com
82,Name_776,69.0,70000.0,2024-03-10,Finance,4419.0,"Street 84, City 17",1603516263,email_222@example.com
83,Name_943,66.0,60000.0,2019-12-05,IT,7883.0,,,
84,Name_35,59.0,70000.0,2022-04-21,IT,2053.0,"Street 32, City 6",2244583316,email_597@example.com
85,Name_206,38.0,60000.0,2017-12-30,IT,,"Street 38, City 42",7870337417,email_568@example.com
86,Name_81,18.0,60000.0,2023-05-18,HR,,"Street 37, City 21",6096851022,email_708@example.com
87,Name_932,71.0,60000.0,2017-11-30,HR,9263.0,"Street 14, City 17",3707761947,email_749@example.com
88,Name_562,45.0,50000.0,2016-07-04,IT,5858.0,"Street 29, City 16",6776502705,email_840@example.com
89,Name_872,65.0,50000.0,2020-05-18,Marketing,7136.0,"Street 7, City 18",2913737523,email_378@example.com
90,Name_388,75.0,60000.0,2017-07-23,HR,1774.0,"Street 99, City 31",7313669415,email_182@example.com
91,Name_2,75.0,50000.0,,HR,1810.0,"Street 33, City 36",4646810027,email_157@example.com
92,Name_390,32.0,70000.0,2022-09-15,Marketing,5446.0,"Street 88, City 43",3386641846,email_930@example.com
93,Name_566,72.0,60000.0,2023-03-28,Finance,6344.0,"Street 18, City 43",9040847182,email_330@example.com
94,Name_106,34.0,50000.0,2019-05-26,HR,1881.0,"Street 53, City 41",9608528644,email_664@example.com
95,Name_772,43.0,60000.0,2016-05-20,IT,,"Street 72, City 34",2733121593,email_526@example.com
96,Name_822,37.0,70000.0,2018-10-31,IT,1617.0,,,
97,Name_477,42.0,60000.0,2025-05-24,Marketing,6379.0,"Street 91, City 45",4734602373,email_771@example.com
98,Name_703,30.0,60000.0,2023-11-21,IT,9299.0,,,
99,Name_402,50.0,60000.0,2021-03-31,unknown,2030.0,,,
100,Name_730,42.0,60000.0,2020-07-01,IT,4603.0,,,
101,Name_556,25.0,60000.0,2016-01-10,Marketing,4057.0,"Street 71, City 15",1838435809,email_364@example.com
102,Name_162,22.0,50000.0,,Marketing,4379.0,"Street 67, City 32",4572974498,email_918@example.com
103,Name_202,23.0,50000.0,2024-12-17,Marketing,1914.0,"Street 13, City 44",4629274080,email_47@example.com
104,Name_958,40.0,50000.0,2022-09-10,unknown,1711.0,"Street 79, City 19",7283239659,email_21@example.com
105,Name_996,69.0,60000.0,2025-05-28,HR,2584.0,"Street 40, City 18",3065712378,email_691@example.com
106,Name_270,47.0,60000.0,2025-08-30,Finance,2178.0,"Street 23, City 19",3391140042,email_505@example.com
107,Name_863,31.0,50000.0,2019-08-10,IT,,"Street 41, City 44",7339867997,email_724@example.com
108,Name_816,71.0,60000.0,2018-03-29,HR,5686.0,"Street 18, City 36",5053248784,email_182@example.com
109,Name_271,40.0,70000.0,2023-07-05,Marketing,9937.0,"Street 60, City 24",2747423492,email_298@example.com
110,Name_456,28.0,70000.0,2021-01-27,HR,5911.0,"Street 61, City 5",8546205559,email_206@example.com
111,Name_462,48.0,70000.0,2019-11-05,HR,3966.0,"Street 76, City 10",5597057558,email_40@example.com
112,Name_727,23.0,60000.0,2020-11-23,unknown,3281.0,"Street 47, City 16",7812982637,email_375@example.com
113,Name_252,28.0,60000.0,2019-10-21,Marketing,9501.0,"Street 30, City 9",8827379954,email_481@example.com
114,Name_702,30.0,50000.0,2016-06-27,Marketing,6801.0,"Street 30, City 31",4710832082,email_462@example.com
115,Name_296,29.0,70000.0,2021-05-22,IT,6968.0,"Street 86, City 1",3887350720,email_114@example.com
116,Name_725,48.0,60000.0,2019-01-25,IT,2268.0,"Street 50, City 4",6510264551,email_741@example.com
117,Name_720,19.0,60000.0,2016-09-04,IT,7660.0,"Street 51, City 42",6404521598,email_98@example.com
118,Name_749,70.0,60000.0,2016-05-19,IT,2824.0,"Street 15, City 7",4121740734,email_95@example.com
119,Name_338,52.0,60000.0,2020-11-20,HR,1152.0,"Street 78, City 27",1717820690,email_916@example.com
120,Name_879,72.0,50000.0,,HR,7104.0,"Street 89, City 12",2899498864,email_230@example.com
121,Name_53,53.0,50000.0,2020-10-31,IT,4896.0,"Street 11, City 28",5598197155,email_823@example.com
122,Name_792,34.0,60000.0,2022-05-25,IT,6380.0,"Street 31, City 31",6132945132,email_422@example.com
123,Name_922,45.0,60000.0,2023-05-06,IT,6362.0,"Street 14, City 25",2984261298,email_778@example.com
124,Name_217,45.0,60000.0,2016-01-26,Finance,,"Street 81, City 40",9980137383,email_695@example.com
125,Name_764,39.0,60000.0,2018-05-11,IT,2582.0,"Street 95, City 37",5091417425,email_868@example.com
126,Name_188,55.0,70000.0,2024-07-02,Finance,8602.0,"Street 46, City 36",5412905191,email_536@example.com
127,Name_380,24.0,60000.0,2025-08-05,IT,,"Street 85, City 14",9239819293,email_3@example.com
128,Name_493,48.0,60000.0,2024-07-26,Marketing,4475.0,"Street 21, City 49",1325727710,email_614@example.com
129,Name_41,49.0,50000.0,2023-05-29,unknown,2388.0,"Street 100, City 4",6230350699,email_552@example.com
130,Name_157,28.0,60000.0,2017-12-26,HR,,"Street 95, City 12",8790534387,email_842@example.com
131,Name_15,41.0,50000.0,2025-06-20,Marketing,4470.0,"Street 6, City 3",6528345107,email_140@example.com
132,Name_813,20.0,50000.0,2025-08-23,unknown,2764.0,,,
133,Name_65,47.0,50000.0,2022-02-17,Finance,1450.0,"Street 78, City 29",6395914233,email_171@example.com
134,Name_857,23.0,60000.0,2020-08-13,HR,1152.0,"Street 95, City 34",1003900896,email_334@example.com
135,Name_839,75.0,60000.0,2015-10-12,Finance,4513.0,"Street 95, City 30",1693012064,email_257@example.com
136,Name_521,19.0,60000.0,2016-02-23,Finance,2679.0,"Street 86, City 25",4588616068,email_879@example.com
137,Name_344,78.0,60000.0,2020-12-16,HR,1718.0,,,
138,Name_129,31.0,70000.0,2024-01-06,unknown,2984.0,"Street 17, City 9",3923140052,email_856@example.com
139,Name_648,58.0,70000.0,2023-11-05,HR,3866.0,"Street 19, City 42",3899181865,email_645@example.com
140,Name_472,35.0,70000.0,2022-08-08,IT,6065.0,,,
141,Name_63,68.0,60000.0,2019-03-23,Finance,8627.0,"Street 16, City 24",8784374749,email_812@example.com
142,Name_139,61.0,60000.0,2021-01-26,IT,4342.0,"Street 80, City 4",4624244775,email_83@example.com
143,Name_499,48.0,70000.0,2019-04-18,HR,7043.0,"Street 47, City 26",2681659263,email_121@example.com
144,Name_593,30.0,60000.0,2016-06-23,HR,9092.0,"Street 47, City 1",2053820467,email_578@example.com
145,Name_392,43.0,50000.0,2016-01-10,unknown,4993.0,"Street 47, City 26",6347299433,email_951@example.com
146,Name_675,61.0,60000.0,2022-01-27,Finance,8605.0,"Street 44, City 4",2531108791,email_577@example.com
147,Name_419,29.0,60000.0,2022-02-20,Marketing,1092.0,"Street 32, City 37",9953948666,email_961@example.com
148,Name_289,48.0,60000.0,2015-11-09,HR,9698.0,"Street 4, City 19",3427248332,email_165@example.com
149,Name_379,26.0,60000.0,2021-10-22,Marketing,4333.0,"Street 11, City 50",2773727014,email_741@example.com
150,Name_773,66.0,50000.0,2016-11-10,Finance,6791.0,,,
151,Name_490,38.0,50000.0,2017-10-25,IT,,"Street 27, City 21",7013661145,email_617@example.com
152,Name_231,65.0,50000.0,2019-05-20,Finance,8603.0,"Street 7, City 2",1629137344,email_516@example.com
153,Name_41,66.0,60000.0,2018-04-16,unknown,,"Street 81, City 30",2981866051,email_385@example.com
154,Name_28,70.0,60000.0,2017-07-11,Marketing,3520.0,"Street 16, City 38",2311982041,email_903@example.com
155,Name_135,73.0,70000.0,2017-04-16,Marketing,5319.0,"Street 86, City 38",9206474731,email_997@example.com
156,Name_201,57.0,60000.0,2017-05-06,IT,5572.0,"Street 73, City 39",9158595381,email_138@example.com
157,Name_840,60.0,60000.0,2018-06-06,IT,6049.0,"Street 23, City 28",7813890787,email_234@example.com
158,Name_780,41.0,60000.0,2019-06-02,HR,6005.0,,,
159,Name_930,51.0,50000.0,2025-04-10,Finance,,"Street 89, City 34",7145657514,email_32@example.com
160,Name_33,25.0,70000.0,2025-03-30,unknown,5245.0,"Street 8, City 34",7500867364,email_454@example.com
161,Name_48,61.0,50000.0,2015-10-29,HR,8783.0,"Street 35, City 13",6155074312,email_854@example.com
162,Name_503,70.0,50000.0,2020-11-23,Finance,4958.0,"Street 86, City 16",2347756005,email_6@example.com
163,Name_407,50.0,50000.0,2019-10-21,IT,6666.0,"Street 86, City 22",7202471975,email_399@example.com
164,Name_574,40.0,70000.0,,unknown,5222.0,"Street 78, City 15",7065970000,email_503@example.com
165,Name_728,48.0,70000.0,2015-12-05,IT,9993.0,"Street 26, City 37",9550378060,email_51@example.com
166,Name_805,71.0,50000.0,,IT,9829.0,"Street 18, City 48",7471032837,email_971@example.com
167,Name_99,70.0,70000.0,2020-04-16,Marketing,2125.0,"Street 52, City 12",2639467024,email_45@example.com
168,Name_684,66.0,60000.0,2015-12-29,Finance,2401.0,"Street 50, City 26",2458952048,email_767@example.com
169,Name_872,31.0,70000.0,2024-07-22,HR,2977.0,"Street 59, City 25",3722697989,email_758@example.com
170,Name_726,31.0,50000.0,2016-11-24,Marketing,7831.0,"Street 44, City 34",5768800018,email_971@example.com
171,Name_987,33.0,50000.0,2016-04-28,Finance,1496.0,"Street 57, City 28",7421014053,email_877@example.com
172,Name_547,66.0,60000.0,2015-11-18,Finance,6703.0,"Street 18, City 10",3170703065,email_795@example.com
173,Name_961,55.0,60000.0,2023-03-05,Finance,3719.0,"Street 81, City 24",5063009470,email_476@example.com
174,Name_739,75.0,50000.0,2016-09-27,unknown,4966.0,"Street 30, City 8",7323049752,email_606@example.com
175,Name_613,77.0,60000.0,2024-06-28,Marketing,7902.0,"Street 50, City 29",4607357317,email_282@example.com
176,Name_943,56.0,60000.0,2023-06-14,HR,3574.0,"Street 1, City 37",6542238739,email_703@example.com
177,Name_462,43.0,50000.0,2024-06-06,Marketing,2061.0,"Street 87, City 42",2038929040,email_246@example.com
178,Name_643,43.0,60000.0,2018-09-14,IT,4423.0,,,
179,Name_769,18.0,60000.0,2025-07-04,Finance,6587.0,"Street 31, City 7",3577395486,email_577@example.com
180,Name_5,49.0,50000.0,2022-02-06,IT,9057.0,"Street 56, City 46",7642909092,email_107@example.com
181,Name_218,74.0,70000.0,2020-10-29,Marketing,2902.0,"Street 59, City 33",8605739517,email_981@example.com
182,Name_503,32.0,60000.0,2016-02-11,HR,9622.0,"Street 38, City 9",4196847382,email_279@example.com
183,Name_767,69.0,70000.0,2023-08-01,IT,5668.0,"Street 69, City 15",4057590940,email_568@example.com
184,Name_398,38.0,50000.0,2020-08-19,IT,5362.0,"Street 95, City 29",9723382047,email_12@example.com
185,Name_871,35.0,50000.0,2023-04-25,unknown,,"Street 28, City 12",1427140879,email_990@example.com
186,Name_795,47.0,60000.0,2015-10-30,Marketing,,"Street 93, City 3",4695226992,email_913@example.com
187,Name_393,77.0,60000.0,2015-11-05,IT,1492.0,"Street 33, City 13",1122748643,email_214@example.com
188,Name_207,75.0,60000.0,,Marketing,7615.0,"Street 73, City 4",9360477959,email_326@example.com
189,Name_15,30.0,60000.0,2021-05-01,HR,,"Street 45, City 19",8674288555,email_470@example.com
190,Name_858,41.0,70000.0,2016-06-24,IT,2075.0,"Street 12, City 18",2422982319,email_512@example.com
191,Name_554,47.0,60000.0,2018-03-03,HR,4966.0,"Street 84, City 26",3476825593,email_975@example.com
192,Name_892,19.0,70000.0,2019-04-24,IT,1966.0,"Street 98, City 17",6336261968,email_608@example.com
193,Name_461,48.0,50000.0,2017-12-20,Finance,8828.0,"Street 90, City 35",4627187566,email_717@example.com
194,Name_691,64.0,70000.0,2017-05-04,unknown,9613.0,"Street 58, City 19",5301401902,email_492@example.com
195,Name_575,61.0,70000.0,2018-09-26,unknown,5110.0,"Street 69, City 23",7619017655,email_472@example.com
196,Name_864,48.0,70000.0,2019-08-05,unknown,7852.0,,,
197,Name_743,42.0,60000.0,2016-01-25,HR,6135.0,"Street 16, City 37",3733957981,email_691@example.com
198,Name_241,67.0,60000.0,2022-04-18,Marketing,5473.0,"Street 63, City 1",5162314079,email_845@example.com
199,Name_564,31.0,70000.0,,unknown,5493.0,"Street 24, City 15",4944367883,email_671@example.com
200,Name_96,23.0,60000.0,2017-12-18,IT,2420.0,,,
201,Name_900,29.0,60000.0,2019-07-10,IT,2176.0,"Street 27, City 34",6463486855,email_452@example.com
202,Name_734,37.0,60000.0,2025-01-31,Finance,8950.0,"Street 59, City 32",8545869473,email_968@example.com
203,Name_485,40.0,60000.0,2016-11-15,HR,1556.0,"Street 87, City 24",4889123790,email_935@example.com
204,Name_407,47.0,50000.0,2022-03-13,IT,4624.0,"Street 14, City 7",6759010554,email_478@example.com
205,Name_231,47.0,50000.0,2023-12-02,IT,7718.0,"Street 23, City 13",5788646637,email_265@example.com
206,Name_749,55.0,50000.0,2023-06-09,Finance,5485.0,,,
207,Name_655,75.0,60000.0,,Finance,8294.0,"Street 90, City 45",8978102581,email_492@example.com
208,Name_171,47.0,60000.0,2015-09-30,Marketing,2246.0,"Street 26, City 46",8150288225,email_675@example.com
209,Name_541,58.0,50000.0,2025-09-14,Marketing,,"Street 19, City 14",6310110126,email_334@example.com
210,Name_36,47.0,70000.0,2021-03-03,Marketing,,,,
211,Name_525,74.0,60000.0,2020-11-19,IT,6217.0,"Street 11, City 7",5360286096,email_485@example.com
212,Name_160,75.0,50000.0,2016-04-13,Finance,6318.0,"Street 57, City 29",5940057265,email_922@example.com
213,Name_839,53.0,60000.0,2025-01-16,HR,4896.0,"Street 37, City 19",4904581067,email_216@example.com
214,Name_699,66.0,50000.0,,Marketing,4015.0,"Street 40, City 40",8842067466,email_889@example.com
215,Name_243,51.0,70000.0,2023-02-26,unknown,7557.0,"Street 87, City 2",1729831722,email_82@example.com
216,Name_86,33.0,60000.0,2023-07-31,IT,4682.0,"Street 58, City 28",4328325292,email_203@example.com
217,Name_796,41.0,50000.0,2022-04-25,HR,5606.0,"Street 63, City 41",9862090678,email_69@example.com
218,Name_578,31.0,50000.0,2018-10-26,IT,9314.0,"Street 82, City 8",7671675267,email_230@example.com
219,Name_682,43.0,60000.0,2015-10-16,Marketing,9927.0,"Street 57, City 38",7094128570,email_246@example.com
220,Name_557,25.0,70000.0,,IT,4415.0,"Street 58, City 39",4963037305,email_144@example.com
221,Name_574,31.0,50000.0,2017-04-22,Marketing,9408.0,"Street 96, City 47",3377791855,email_313@example.com
222,Name_953,48.0,50000.0,2019-06-10,IT,7845.0,"Street 37, City 17",6728701367,email_250@example.com
223,Name_646,19.0,60000.0,2021-02-14,Marketing,8658.0,"Street 55, City 25",3470861650,email_566@example.com
224,Name_796,65.0,60000.0,2022-03-28,Finance,4921.0,"Street 48, City 41",7504749214,email_214@example.com
225,Name_28,21.0,60000.0,2018-12-22,Finance,,"Street 27, City 10",8245175725,email_525@example.com
226,Name_620,18.0,60000.0,2018-10-20,Finance,3554.0,"Street 89, City 28",7293474393,email_579@example.com
227,Name_556,72.0,60000.0,2019-02-11,Finance,,"Street 91, City 16",6356434071,email_76@example.com
228,Name_340,37.0,50000.0,2016-08-02,Finance,6832.0,"Street 24, City 9",8213307256,email_247@example.com
229,Name_798,76.0,70000.0,,unknown,1944.0,"Street 44, City 13",4206590336,email_614@example.com
230,Name_958,31.0,60000.0,2021-02-25,IT,,"Street 61, City 30",6018706484,email_915@example.com
231,Name_331,57.0,50000.0,2019-09-08,Finance,9717.0,"Street 42, City 47",6761969637,email_170@example.com
232,Name_640,42.0,60000.0,2020-04-28,unknown,7520.0,"Street 36, City 23",6722454281,email_381@example.com
233,Name_506,77.0,70000.0,2023-08-09,unknown,9313.0,,,
234,Name_348,42.0,50000.0,2019-11-11,IT,3861.0,"Street 71, City 46",8210319232,email_471@example.com
235,Name_473,20.0,50000.0,2023-09-13,IT,3571.0,"Street 32, City 9",7405892808,email_631@example.com
236,Name_231,22.0,60000.0,2023-01-30,Marketing,9851.0,"Street 65, City 10",8801410676,email_109@example.com
237,Name_190,55.0,60000.0,2023-11-17,Marketing,6566.0,"Street 56, City 40",6961094733,email_930@example.com
238,Name_225,71.0,50000.0,2017-09-26,Finance,8576.0,"Street 80, City 38",2030609173,email_387@example.com
239,Name_385,43.0,60000.0,2022-07-17,HR,4647.0,"Street 27, City 9",3677936258,email_648@example.com
240,Name_377,57.0,60000.0,,Marketing,1313.0,"Street 61, City 11",1414015963,email_324@example.com
241,Name_283,55.0,60000.0,,HR,2548.0,"Street 62, City 32",8483892455,email_908@example.com
242,Name_958,55.0,60000.0,,Marketing,8391.0,"Street 54, City 8",7954489676,email_476@example.com
243,Name_633,21.0,70000.0,2020-12-16,unknown,7147.0,"Street 59, City 50",7679231518,email_647@example.com
244,Name_628,24.0,60000.0,2017-01-12,unknown,,"Street 2, City 2",3145984317,email_544@example.com
245,Name_973,47.0,50000.0,2023-05-26,unknown,9094.0,,,
246,Name_745,47.0,60000.0,,HR,2663.0,"Street 90, City 31",8332197022,email_773@example.com
247,Name_259,73.0,60000.0,2025-08-12,Finance,1585.0,"Street 71, City 33",6117442935,email_810@example.com
248,Name_359,36.0,70000.0,2017-06-24,Marketing,1568.0,"Street 77, City 20",2583245881,email_121@example.com
249,Name_710,56.0,60000.0,2016-06-04,Marketing,7221.0,"Street 6, City 43",3117833498,email_880@example.com
250,Name_456,52.0,60000.0,2020-08-28,HR,8104.0,,,
251,Name_411,57.0,60000.0,2024-12-17,unknown,3832.0,,,
252,Name_649,50.0,50000.0,2020-11-26,Finance,4819.0,"Street 98, City 12",9784333821,email_210@example.com
253,Name_318,50.0,60000.0,2017-08-07,Marketing,5665.0,"Street 2, City 47",1770634214,email_420@example.com
254,Name_677,31.0,50000.0,2019-06-18,Finance,4606.0,"Street 37, City 20",9245967964,email_402@example.com
255,Name_225,55.0,50000.0,2023-12-18,Finance,5386.0,"Street 44, City 46",4241174201,email_745@example.com
256,Name_819,48.0,70000.0,2021-08-10,IT,5717.0,,,
257,Name_234,74.0,60000.0,2019-11-19,Finance,4226.0,"Street 66, City 12",5013125673,email_733@example.com
258,Name_684,45.0,50000.0,,IT,6732.0,"Street 2, City 8",4749444395,email_333@example.com
259,Name_664,31.0,70000.0,2024-10-18,HR,3844.0,"Street 50, City 7",3036685947,email_955@example.com
260,Name_975,53.0,60000.0,2020-12-25,unknown,2851.0,"Street 58, City 5",5621781534,email_681@example.com
261,Name_827,55.0,50000.0,2016-05-11,IT,2237.0,"Street 98, City 20",2678521549,email_855@example.com
262,Name_374,33.0,60000.0,2019-05-16,Finance,3458.0,"Street 10, City 49",7852525876,email_146@example.com
263,Name_672,77.0,60000.0,2023-02-12,unknown,7171.0,"Street 56, City 18",2009358146,email_227@example.com
264,Name_608,38.0,50000.0,2016-10-20,Finance,5660.0,"Street 63, City 21",1967587066,email_197@example.com
265,Name_472,45.0,60000.0,2024-05-11,Finance,3528.0,"Street 69, City 24",8667448228,email_913@example.com
266,Name_233,48.0,60000.0,2025-04-30,IT,9939.0,"Street 3, City 26",8778175835,email_772@example.com
267,Name_692,23.0,60000.0,2023-12-14,HR,2122.0,"Street 32, City 37",3649704244,email_927@example.com
268,Name_113,58.0,70000.0,2016-06-02,Finance,,"Street 98, City 16",6861285565,email_618@example.com
269,Name_830,32.0,70000.0,2019-12-19,IT,6515.0,,,
